,tweet,closed,closure,fire
3512,"The Caltrans Mile Marker is a quarterly performance report. See how we are doing! Hear from our Director, read about successful projects & innovations, and other interesting department activities. Get the latest issue and archived issues at http://www.dot.ca.gov/milemarker/ pic.twitter.com/D9MuuBqQQt",0,0,0
3513,"Are you, or someone know, looking for work? Caltrans has hundreds of job openings statewide. Click the link to see open positions- https://calcareers.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans … #California #Jobspic.twitter.com/mU6RyEDFVL",0,0,0
3514,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our YouTube channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/AzW6KZpGnh,0,0,0
3515,Caltrans’ Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here- http://rebuildingca.ca.gov/resources.html #RebuildingCA #SmallBusinessWeekpic.twitter.com/TUCNad93Kp,0,0,0
3516,Please #BeWorkZoneAlert! Slow down and move over if safe to do so when you see our workers or other emergency vehicles on the roadside. It's the law. Thank you. https://www.youtube.com/watch?v=qN24M5lGNmE …pic.twitter.com/8QnUCpKWLH,0,0,0
3517,Thanks. We forwarded your request to the Oakland office. You may also report issues at http://csr.dot.ca.gov,0,0,0
3518,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/PfvJBkiAxt",0,0,0
3519,Hello. Thanks for reporting this. We have enough information from the truck and will pass this along to their Supervisor.,0,0,0
3520,"Caltrans is looking for qualified small, disabled veteran, and disadvantaged businesses to work on SB 1 projects. Learn more about contracting opportunities here- http://rebuildingca.ca.gov/resources.html #RebuildingCA #SmallBusinessWeekpic.twitter.com/vGXKy5e7eY",0,0,0
3521,"Know before you go with our free QuickMap app! Check for road closures, CHP incidents, & slow traffic. You can also see traffic cameras and highway message signs for travel times. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/TbGUNNmpPQ",0,0,0
3522,"Caltrans is hiring several well qualified engineers in Sacramento. To apply, please visit https://www.jobs.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=109409 …pic.twitter.com/4yOXsr8KW8",0,0,0
3523,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please let us know! Report potholes, litter, lighting, landscaping, signage, and other issues at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/EZjrJkfO1B",0,0,0
3524,"For more information on SB 1 accountability, please visit http://rebuildingca.ca.gov/accountability.html … #RebuildingCApic.twitter.com/E7wMkJPYHI",0,0,0
3525,Caltrans’ Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here- http://rebuildingca.ca.gov/resources.html #RebuildingCA #SmallBusinessWeekpic.twitter.com/opS74lWyLQ,0,0,0
3526,Did you know Caltrans has a bike and pedestrian plan? This plan lays out policies and actions that Caltrans will take to achieve the department’s ambitious goals to double walking and triple bicycling trips by 2020. #BikeMonth #CTBikeMonth Learn more- http://www.dot.ca.gov/activecalifornia/theplan.html …pic.twitter.com/KPS1qyn0xz,0,0,0
3527,"May is Bike Month! Caltrans employees are participating statewide, and we have many events and activities planned to encourage biking. Caltrans employees will be using #CTBikeMonth to post pictures, so please follow along as we make this the best bike month ever!pic.twitter.com/Lv5T30Pc2T",0,0,0
3528,Hello. You may submit a customer service request at http://csr.dot.ca.gov and we can address that. Thanks!,0,0,0
3529,Hello. Our @CaltransDist3 office handles that area. Call them at 530.741.4572 if they don't respond here. Thanks.,0,0,0
3530,Please make sure to use hashtag #CTBikeMonth for your posts! Great job! :-),0,0,0
3531,#CaltransNewsFlash 167: SB1 Fuels Opportunities for Small Businesses #RebuildingCA #SmallBusinessWeek VIDEO---> https://youtu.be/1wW1Ze_m9Xs pic.twitter.com/MP4J3YKK5w,0,0,0
3532,"Caltrans is looking for qualified small, disabled veteran, and disadvantaged businesses to work on SB 1 projects. Learn more about contracting opportunities here- http://rebuildingca.ca.gov/resources.html #RebuildingCA #NationalSmallBusinessWeekpic.twitter.com/I8tfRZLmEh",0,0,0
3533,Look for an upcoming Career Fair in your area! Meet our staff and learn more about working for Caltrans. #Jobspic.twitter.com/WoPnqI6VJp,0,0,0
3534,Kicking off #BikeMonth with a meet up in West Sacramento this morning. Caltrans has many statewide events and rides planned to encourage biking and active transportation.https://twitter.com/smsimonds/status/991334042736803846 …,0,0,0
3535,"Hello Sean. We have already completed many projects. Look for completed projects before & after pictures and click on ""project map"" to see more planned work at http://rebuildingca.ca.gov/",0,0,0
3536,"May is Bike Month! Caltrans employees are participating statewide, and we have many events and activities planned to encourage biking. Caltrans employees will be using #CTBikeMonth to post pictures, so please follow along as we make this the best bike month ever!pic.twitter.com/kFuJJQ0yrp",0,0,0
3537,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please tell us. We can make your trip smoother! Provide details at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/BSkUljAkpF",0,0,0
3538,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/rKZU9kcUh5,0,0,0
3539,Caltrans’ Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here- http://rebuildingca.ca.gov/resources.html #RebuildingCA #NationalSmallBusinessWeekpic.twitter.com/FejEZbJ0uX,0,0,0
3540,"Yes, susana.z.cruz@dot.ca.gov",0,0,0
3541,"Mile Marker: Permits Ensure Shippers Pull Their Weight. Caltrans Closely Monitors Oversize/Overweight Loads for Safety, Road Impacts http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-permits.pdf …pic.twitter.com/N9B8fZf7kH",0,0,0
3542,"Before you travel, check our free QuickMap app! It will show slow traffic, road closures, CHP incidents, traffic cams, message signs, & more. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/8hoj18ewQw",0,0,0
3543,"Animal waste, litter, motor oil, yard clippings, fertilizers & pesticides are just some of the common pollutants that can enter into storm drains and flow into our waterways. Help #ProtectEveryDrop & reduce pollutants in our by taking the pledge! http://bit.ly/2k4f0zV pic.twitter.com/rHNIWZMisS",0,0,0
3544,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/lCFXCWggI3",0,0,0
3545,"Mile Marker: Highway or Flyway, Inspections Needed. Caltrans Works With Feds to Ensure Airport, Hospital Heliport Infrastructure Safe http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-aviation.pdf …pic.twitter.com/bKMXD5DoFw",0,0,0
3546,Caltrans’ Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/t8qTLQViyu,0,0,0
3547,"Mile Marker: Caltrans Reaches Out to Vendors. SB 1 Opens Opportunities for Small, Disadvantaged, Veteran-Owned Firms #RebuildingCA http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-vendors.pdf …pic.twitter.com/7Y6pgW0nqD",0,0,0
3548,"Hello, please call Susana Cruz at 805-549-3138 for more information. Thanks.",0,0,0
3549,"Hello. Often we clean an encampment and inhabitants return to the same area shortly after. This may have been addressed, but the issue is cyclical. Please report at http://csr.dot.ca.gov and we'll try again. Thanks.",0,0,0
3550,"This past week, Caltrans Headquarters staff set up a table in the cafeteria to promote #MayIsBikeMonth. We handed out bike maps, provided information on our bike share, and bike events happening next month. Response was terrific and we are looking forward to #CTBikeMonthpic.twitter.com/LsGKhI9tgd",0,0,0
3551,"Looking for work? Caltrans is hiring! Meet our staff and learn about our programs at an upcoming Career Fair, or search vacancies here- https://jobs.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans …pic.twitter.com/4O0ssL5prI",0,0,0
3552,Hello Victor. You may submit a customer service request at http://csr.dot.ca.gov so we can address your concern. Thanks.,0,0,0
3553,Hello. Please submit a customer service request at http://csr.dot.ca.gov and we can address your concern. Thanks.,0,0,0
3554,Thank you for your support Commissioner Stanley.,0,0,0
3555,NEWS RELEASE: Caltrans Memorial Honors 188 Fallen Highway Workers http://www.dot.ca.gov/paffairs/pr/2018/prs/18pr022.html …pic.twitter.com/6tVDrS6SkH,0,0,0
3556,"California State Transportation Agency Secretary Brian Annis, and Caltrans Director Laurie Berman, pay respects to Si Si Han, Annette Brooks, and all fallen workers.pic.twitter.com/7pevGXc7Nn",0,0,0
3557,Honor Guard presents Annette Brooks’ conepic.twitter.com/T6X5xceOjN,0,0,0
3558,Honor Guard presents the cone in honor Si Si Hanpic.twitter.com/KtuI9Wdi27,0,0,0
3559,Our 2018 Worker's Memorial can be seen at http://facebook.com/CaltransHQ pic.twitter.com/7Iiu7bD9RK,0,0,0
3560,Our Worker’s Memorial is being streamed at http://Facebook.com/CaltransHQ pic.twitter.com/mzmcvkveMB,0,0,0
3561,"Sadly, since 1921, 188 California Department of Transportation employees have been killed on the job. Please join us this morning at 11 AM (4/26) on the west steps of the State Capitol to honor them. You can also watch it live on our Facebook page at https://www.facebook.com/CaltransHQ/ pic.twitter.com/AGiFpQNUPL",0,0,0
3562,https://www.pscp.tv/w/bbHyizF4blFyWHhyWFpOall8MXJtR1BtUWVydk1KTk-lcYb4rBD2DhsV5QLnFB99JZh53K91Hzdkwz7a0Hhq …,0,0,0
3563,"Today (4/26), we will honor 188 workers who were killed on the job since 1921. The Memorial is at 11am at the Capitol. We will also live-stream the event at http://Facebook.com/CaltransHQ pic.twitter.com/Vr361SNMve",0,0,0
3564,"Sadly, since 1921, 188 California Department of Transportation employees have been killed on the job. Please join us on Thursday (4/26) on the west steps of the State Capitol to honor them. You can also watch it live on our Facebook page at https://www.facebook.com/CaltransHQ/ pic.twitter.com/6ScQCYMmV7",0,0,0
3565,"Mile Marker: QuickMap Enhances Road Trip Experience. Caltrans’ Mobile Application, Gaining Users, Adds Snowplow Location Feature http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-quickmap.pdf …pic.twitter.com/7RVMJb0evb",0,0,0
3566,#CaltransNewsFlash 166: Adopt-A-Highway Volunteers Save Taxpayers an Estimated $17 Million VIDEO--> https://youtu.be/8rOUg2u3CrA pic.twitter.com/tNfKczYUga,0,0,0
3567,"Sadly, since 1921, 188 California Department of Transportation employees have been killed on the job. Please join us on Thursday (4/26) on the west steps of the State Capitol to honor them. You can also watch it live on our Facebook page at https://www.facebook.com/CaltransHQ/ pic.twitter.com/kPRJ6aSmyN",0,0,0
3568,"Before you travel, check our free QuickMap app! It will show slow traffic, road closures, CHP incidents, traffic cams, message signs, & more. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/5voOKQDnOF",0,0,0
3569,"Sadly, since 1921, 188 California Department of Transportation employees have been killed on the job. Please join us on Thursday (4/26) on the west steps of the State Capitol to honor them. You can also watch it live on our Facebook page at https://www.facebook.com/CaltransHQ/ pic.twitter.com/2LGANhA4ue",0,0,0
3570,"Caltrans is looking for qualified small, disabled veteran, and disadvantaged businesses to work on SB 1 projects. Learn more about contracting opportunities here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/WF95utDMTs",0,0,0
3571,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/tgyvO0mZMP",0,0,0
3572,"Sadly, since 1921, 188 California Department of Transportation employees have been killed on the job. Please join us on Thursday (4/26) on the west steps of the State Capitol to honor them. You can also watch it live on our Facebook page at https://www.facebook.com/CaltransHQ/ pic.twitter.com/HKdZyI3Blp",0,0,0
3573,"Hi Barbie. Sorry to hear about that. However, we don't maintain city streets. It is possible it was a utility company or a local public works department. Hopefully it didn't go on for too long!",0,0,0
3574,Hello Leroy. Thanks for letting us know. Hazards like this should be reported to the CHP via 911. Thanks again.,0,0,0
3575,Hello. Please report this issue at http://csr.dot.ca.gov so our crews may address it. Thanks.,0,0,0
3576,Hello. Please report this issue at http://csr.dot.ca.gov . Thanks.,0,0,0
3577,"Got pollution? Be the solution…! Common items that are littered on the highways, such as water bottles & paper waste, can be recycled. Properly recycling items can help to conserve resources, reduce litter on our highways & protect our waterbodies. #ProtectEveryDroppic.twitter.com/5RDACxWmCw",0,0,0
3578,"Looking for work? Caltrans is hiring! Meet our staff and learn about our programs at an upcoming Career Fair, or search vacancies here- https://jobs.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans …pic.twitter.com/6O2sW9HlmQ",0,0,0
3579,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/MQKG79y4HZ,0,0,0
3580,Happy #EarthDay2018! Our crews have been picking up litter all across the state for the last two weeks. Please don't litter and secure your loads before traveling. Thank you.pic.twitter.com/olVYoPK25B,0,0,0
3581,Happy #EarthDay2018! Our crews have been picking up litter all across the state for the last two weeks. Please don't litter and secure your loads before traveling. Thank you.pic.twitter.com/w86eUOrH8F,0,0,0
3582,"Our crews have been out statewide picking up roadside litter in advance of #EarthDay2018. Please dispose of litter properly and secure your loads before traveling. Also, please #BeWorkZoneAlertpic.twitter.com/Si9vz3m4rI",0,0,0
3583,Caltrans’ Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/FqyOqLY3dj,0,0,0
3584,"Our crews are out statewide picking up roadside litter in advance of #EarthDay2018. Please dispose of litter properly and secure your loads before traveling. Also, please #BeWorkZoneAlertpic.twitter.com/TmD4d5IxaF",0,0,0
3585,#CaltransNewsFlash 165: Motorists Can Help Prevent Litter VIDEO-> https://youtu.be/GT8AYLJG8m4 pic.twitter.com/EWN5ePXCi1,0,0,0
3586,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html … #EarthDay2018pic.twitter.com/fbmwYQpvfL",0,0,0
3587,Send more video when you are cleaning and we'll retweet!,0,0,0
3588,"Looking for work? Caltrans is hiring! Meet our staff and learn about our programs at an upcoming Career Fair, or search vacancies here- https://jobs.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans …pic.twitter.com/YY928Q3v7h",0,0,0
3589,"Our crews are out statewide picking up roadside litter in advance of #EarthDay2018. Please dispose of litter properly and secure your loads before traveling. Also, please #BeWorkZoneAlertpic.twitter.com/MwBNaMQKt1",0,0,0
3590,Caltrans will be performing necessary website maintenance this weekend (4/21 & 22) which may affect QuickMap and our Customer Service Request system. We regret the inconvenience. Thanks for your patience during this operation.pic.twitter.com/dspehqVkjy,0,0,0
3591,SB 1 allowed @CaltransDist1 to resurface 8 lane miles of pavement on State Route 162 near Covelo in Mendocino County. Find more projects in your area: http://rebuildingca.ca.gov/map.html #RebuildingCA #SB1RoadRepairspic.twitter.com/IH8ig0lg77,0,0,0
3592,Mile Marker: Cost To Clean Up Homeless Camps Climbs. Nearly $30 Million Spent Since 2012 as State Property Under Growing Pressure http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-homeless-camps.pdf …pic.twitter.com/jUCNVCx6xF,0,0,0
3593,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/MO73mHkyVV,0,0,0
3594,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please tell us. We can make your trip smoother! Provide details at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/qmSWFWP8qJ",0,0,0
3595,Caltrans will be performing necessary website maintenance this weekend (4/21 & 22) which may affect QuickMap and our Customer Service Request system. We regret the inconvenience. Thanks for your patience during this operation.pic.twitter.com/T3Z1v758nK,0,0,0
3596,"In preparation for #EarthDay this Sunday, go to http://www.protecteverydrop.com/ to learn how you can help keep our & clean today and every day! #ProtectEveryDroppic.twitter.com/Wzrq6LyMRp",0,0,0
3597,"Before you travel, check our free QuickMap app! It will show slow traffic, road closures, CHP incidents, traffic cams, message signs, & more. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/d6fJo9L3Yn",0,0,0
3598,Hello. File the claim by sending the completed and signed original form with your supporting documents to the appropriate Caltrans District Claims Office. http://www.dot.ca.gov/damageclaims.html …,0,0,0
3599,Caltrans is seeking a Supervising Transportation Planner. Get details and apply here- https://jobs.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=106103 …pic.twitter.com/k3ieuXNyAy,0,0,0
3600,"Couldn’t be more proud of this Caltrans Honor Guard who practice so hard and passionately to poignantly honor fallen workers and their families next Thurs., 4/26 at 11 am on the west steps of the Capitol. @LaurieBerman32 @ryanpchamber @CaltransHQ @CA_Trans_Agencypic.twitter.com/F9KympP2my",0,0,0
3601,"Mile Marker: Program Gives Contractors Larger Role. Reviews Positive on Trial Construction Process Intended to Reduce Costs, Delays http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-construction.pdf …pic.twitter.com/B8N02zmeHC",0,0,0
3602,Hello. This is an immediate safety concern and should be called in to CHP via 911. Thanks.,0,0,0
3603,Our crews are out statewide picking up roadside litter in advance of #EarthDay2018. Please dispose of litter properly and secure your loads before traveling.https://twitter.com/CaltransDist3/status/984566888461058048 …,0,0,0
3604,"When traveling with bulky items, remember to properly tarp & secure your truckloads tightly with straps & ties to help prevent collisions & to prevent litter from ending up on our highways & potentially flowing into our waterways. #ProtectEveryDroppic.twitter.com/DcrAopf8LI",0,0,0
3605,"Mile Marker: Extreme Weather, the New Normal. Report, First in Series, Assesses Risks to Highway System from Changing Climate http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-climate-assessment.pdf …pic.twitter.com/FDN8OrFWm7",0,0,0
3606,"Caltrans is looking for qualified small, disabled veteran, and disadvantaged businesses to work on SB 1 projects. Learn more about contracting opportunities here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/3kauOzaZyF",0,0,0
3607,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/UWLMH998Ox",0,0,0
3608,Caltrans has hundreds of job openings statewide. Click the link to see open positions- https://calcareers.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans … #California #Jobspic.twitter.com/d3IMhLeWxQ,0,0,0
3609,"Mile Marker: Key Piece of I-5 Makeover in L.A. Complete. Project Widens Freeway, Reworks Interchange, and Reconnects City of Norwalk http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-project-spotlight.pdf …pic.twitter.com/Y0Uv8TDScb",0,0,0
3610,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please tell us. We can make your trip smoother! Provide details at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/XcQNXCZ8D6",0,0,0
3611,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/LZ7New7iOC,0,0,0
3612,"Before you travel, check our free QuickMap app! It will show slow traffic, road closures, CHP incidents, traffic cams, message signs, & more. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/3u4aDaga7K",0,0,0
3613,"California received over $240 million in #EmergencyReliefFunds due to last year's winter storms, fires, floods, and other disasters. Click on the release below for more information.https://twitter.com/USDOTFHWA/status/984837194165743618 …",0,0,0
3614,"Mile Marker: SB 1 Benefits Flowing to Local Projects. State Commission Steers Gas Tax Revenue To Safer, Less Polluting Travel Options #RebuildingCAhttp://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-sb1.pdfpic.twitter.com/Zvo9IAuv91",0,0,0
3615,"April 9-13 is National Work Zone Awareness Week. As always, please slow down and move over for our workers. #BeWorkZoneAlert #NWZAW http://www.dot.ca.gov/bwza/work-zone-safety.html …pic.twitter.com/VzgXzzd8uS",0,0,0
3616,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/thiTmASaIz",0,0,0
3617,Please #BeWorkZoneAlert! Slow down and move over if safe to do so when you see our workers or other emergency vehicles on the roadside. It's the law. Thank you. #NWZAW http://www.dot.ca.gov/bwza/work-zone-safety.html …pic.twitter.com/eighjLourr,0,0,0
3618,Caltrans’ Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/lyVOjWPITy,0,0,0
3619,Looking for work? Caltrans is hiring! Meet our staff and learn about our programs at an upcoming Career Fair #Jobspic.twitter.com/4cl8qYgZii,0,0,0
3620,Hello. That's not acceptable. We expect our drivers to be professionals. Can you provide more details? Please let us know more here- https://pns.dot.ca.gov/,0,0,0
3621,Hello. That's not acceptable. We expect our staff to be professional and follow the rules of the road. Can you please provide the location of the occurrence? Thanks for letting us know.,0,0,0
3622,It tests well here. Is it possible the layers are toggled off? Click options to see.,0,0,0
3623,Hello. You may call Patrick Olsen at 916.654.3633 Thanks.,0,0,0
3624,"April 9-13 is National Work Zone Awareness Week. As always, please slow down and move over for our workers. #BeWorkZoneAlert #NWZAW http://www.dot.ca.gov/bwza/work-zone-safety.html …pic.twitter.com/xqK7kMlbY3",0,0,0
3625,Caltrans has hundreds of job openings statewide. Click the link to see open positions- https://calcareers.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans … #California #Jobspic.twitter.com/XNqUU0kXXE,0,0,0
3626,Hello. Sorry about that...could you kindly provide more information so we can address it? Please fill out the Customer Service Request form at http://csr.dot.ca.gov,0,0,0
3627,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please tell us. We can make your trip smoother! Provide details at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/vMNkjK5SFD",0,0,0
3628,#CaltransNewsFlash 164: Move Over Law- Caltrans looks at a recent “close call” for Maintenance crews in District 2 and examines safety measures and equipment utilized along busy highways in relation to the Move Over Law. #NWZAW https://youtu.be/4CkM2X-BFIk pic.twitter.com/sycaBLo2eZ,0,0,0
3629,Please #BeWorkZoneAlert! Slow down and move over if safe to do so when you see our workers or other emergency vehicles on the roadside. It's the law. Thank you. #NWZAW http://www.dot.ca.gov/bwza/work-zone-safety.html …pic.twitter.com/CI9hj0mMB1,0,0,0
3630,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/uk4cobYu7p,0,0,0
3631,Get our free QuickMap app to see lane closures and CHP incidents before you start your trip. http://quickmap.dot.ca.gov #NWZAWhttps://twitter.com/USDOTFHWA/status/983359033989128193 …,0,0,0
3632,"Lead can be found in motor oil & is a source of metal pollution in our . When your vehicle leaks oil, this pollutant can end up on the highways & potentially flow into waterways. Regular maintenance helps to prevent leaks on highways & reduce pollution. #ProtectEveryDroppic.twitter.com/17473JJg09",0,0,0
3633,This week is National Work Zone Awareness Week. Please remember to slow down and move over when you see flashing lights. Avoid driving distracted and #BeWorkZoneAlert. Thanks. #NWZAWhttps://youtu.be/C9l-c--p_8Q,0,0,0
3634,Caltrans is seeking a Supervising Transportation Planner. Get details and apply here- https://jobs.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=106103 …pic.twitter.com/15jPgBvdEo,0,0,0
3635,"Before you travel, check our free QuickMap app! It will show slow traffic, road closures, CHP incidents, traffic cams, message signs, & more. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/72bY2fObWF",0,0,0
3636,"April 9-13 is National Work Zone Awareness Week. As always, please slow down and move over for our workers. #BeWorkZoneAlert #NWZAW https://www.youtube.com/watch?v=qN24M5lGNmE …pic.twitter.com/l7KZ9W8Jzv",0,0,0
3637,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/wEZi482AOP",0,0,0
3638,"Caltrans is looking for qualified small, disabled veteran, and disadvantaged businesses to work on SB 1 projects. Learn more about contracting opportunities here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/gcbnpt806z",0,0,0
3639,#DYK: You can help reduce pollution by properly tarping your truckload? Many items on the highway are a result of debris & litter blowing out from improperly covered truck beds. This debris can flow into our storm drains and add to water pollution. #ProtectEveryDroppic.twitter.com/mXNSvXQUcU,0,0,0
3640,"Mile Marker: Keeping Workers Out of Harm’s Way. Advances in Equipment, Techniques Protect Roadside Maintenance Crews http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-worker-safety.pdf …pic.twitter.com/frRwJmSVDY",0,0,0
3641,Caltrans has hundreds of job openings statewide. Click the link to see open positions- https://calcareers.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans … #California #Jobspic.twitter.com/788vBHrSFt,0,0,0
3642,Hi Sean. We're going to look into this for you. Thanks for bringing this to our attention.,0,0,0
3643,Hi there. This may be where to submit a request for service from the city- https://www.cityofhesperia.us/FormCenter/Migrated-Forms-2/Contact-Us-33 …,0,0,0
3644,NEWS RELEASE: SB 1 Funds Allow Caltrans to Address Billions of Dollars of Overdue Road Maintenance & Improvements Across the State #RebuildingCA http://www.dot.ca.gov/paffairs/pr/2018/prs/18pr018.html …pic.twitter.com/XGvorsf5Np,0,0,0
3645,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please tell us. We can make your trip smoother! Provide details at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/6Yzz5eyYD7",0,0,0
3646,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/U65HKvhIFD,0,0,0
3647,"Be prepared for rapidly changing driving conditions in the mountains. Always have chains, winterize your vehicle, and pack an emergency kit. Stay back & give our plows room to work safely. More tips and information are available here- http://www.dot.ca.gov/cttravel/winter.html …pic.twitter.com/suVtDKQCT6",0,0,0
3648,"Check out our next Career Fair in Marysville on Friday, April 6, from 11 AM to 1 PM. See you there! #California #Jobspic.twitter.com/FWFj3vcLFu",0,0,0
3649,"Before you travel, check our free QuickMap app! It will show slow traffic, road closures, CHP incidents, traffic cams, message signs, & more. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/JFEXiKYWBT",0,0,0
3650,Hello Chuck. Wire theft may be to blame for the camera outages. We are working on getting them operating again. Thanks.,0,0,0
3651,"Hi Chuck. Your issue has been forwarded to local staff to look in to the camera outages. If you click on the closure icon, it will provide some details. Thanks for bringing this to our attention.",0,1,0
3652,"Mile Marker: Travelers Act as Eyes, Ears on Road Needs. Service Request Process Improved With More Customer Reps; New App Coming- http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-customer-service.pdf …pic.twitter.com/mxMGu1M7II",0,0,0
